Population size: 1000	Vaccination Percentage: 0.1	Virus Sniffles	Mortality Rate: 0.12	Basic Reproduction Number: 0.5
Step <person.Person object at 0x1046e7c10>: Interactions: <person.Person object at 0x1046ff710>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fa690>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104704d50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ff410>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f94d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa0d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104705210>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f5c10>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f8c90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f40d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fc990>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f96d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fe290>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fcf50>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fba90>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fec50>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa9d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fe890>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fcd90>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f93d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fd4d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fe450>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fdcd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f9590>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704850>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa150>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f9f90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f66d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f7b90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fe290>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fb410>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046ffa90>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f9950>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704f50>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa810>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fdf10>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f50d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046ff690>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f6690>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa3d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046ffb90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046ff410>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046ff4d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046ff4d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f4350>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f51d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fe3d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f97d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fce50>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f5710>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104705d90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f7f90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fdcd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f4c10>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f5e50>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704ed0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704990>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa010>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f5d90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f8810>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704450>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fc090>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f4650>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f48d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f6c90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f4a90>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa490>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f72d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704dd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fc690>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f4450>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f8b90>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f9650>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fbc10>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704290>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fc710>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104704750>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fe6d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f8990>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1047059d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fba10>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fd290>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fe010>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046ff8d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046feb90>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f9c90>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x104705d50>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fb490>, New Infections: No Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046fa510>, New Infections: New Infection
Step <person.Person object at 0x1046e7e10>: Interactions: <person.Person object at 0x1046f5550>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104705510>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f5790>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fe6d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f8850>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f9a10>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fec90>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046ff5d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fdd50>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046ff950>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f6810>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f6a50>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f7b50>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104705b50>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f5850>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f6310>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046ffad0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fbd10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f9010>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f99d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fd010>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fdd10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fbfd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fbe50>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fd910>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f8b10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fb2d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fe790>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fa0d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fa690>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f58d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f5b10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f8790>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f4090>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f9310>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f8cd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fa2d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104704a90>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104704790>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046ffc90>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104705090>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f68d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1047055d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1047048d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104704d90>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fad10>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f9250>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f8fd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fe550>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f9f90>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f5dd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fe450>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fc2d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f7a90>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046faed0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f6750>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fab50>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1047058d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f7e10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fb050>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f7490>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f9390>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f6050>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fe9d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046ff350>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104704390>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f5090>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fad50>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f7d10>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fa250>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fbc50>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f8b10>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fbb90>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104704590>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104704690>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f6e90>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fb410>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fe950>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fec50>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046ff150>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f4a50>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x104705a10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1047048d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046feed0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f8b10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fb4d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f6bd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046faa10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fe990>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046f4b50>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fbe10>, New Infections: No Infection
Step <person.Person object at 0x1046e7cd0>: Interactions: <person.Person object at 0x1046fad10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f7390>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f54d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9850>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f93d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5a90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fc790>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9d10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f8e10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1047048d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104705810>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fac90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f7890>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fc210>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fae50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fbc50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9f10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fb6d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9e10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104704110>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5910>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fd410>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104704c90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1047048d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104705c90>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046e7f50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fabd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104705710>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fb590>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fb950>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f88d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fbe10>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9310>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f8810>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f4350>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fcf90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fc290>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fafd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f80d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f7f50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1047053d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fe090>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f4c50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f8b50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104705850>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5fd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9950>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9bd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f6490>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104705190>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fcd90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fb010>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046ff550>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5a90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046ff4d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f8e10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fa2d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f7510>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1047045d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fd650>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fc850>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5510>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f6b10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fd1d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fa0d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f8790>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046ff090>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5d90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046faa90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f8610>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x104705ad0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f6190>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046ffa90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fe450>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f8d50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f9c90>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fc5d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5190>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fd8d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5810>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5090>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fce90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fb790>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f74d0>, New Infections: New Infection
